ID,StreetNum,StrName,Area,Rooms,FullBath,HalfBath,Floors,Zip,SoldPrice,ListPrice,MT,BedRoomsBsmt,BedRooms,GarageSpaces,ClosedDate,GarageType,BsmtBath,AbvGrdSF,BsmntSF,Style,LotDims,LotSize,,,,,,,
170,390,Deere Park,22,7,2,1,3,60000,2600000,2850000,35,0,3,2,3/28/2019,Attached,No,0,,Other,80X350,28000,,,,,,,
171,391,Ridgewood,22,7,1,1,2,60000,340000,384900,40,0,3,1,3/29/2019,Detached,No,0,,Tudor,48X150X48X150,7200,,,,,,,
172,392,FRIAR TUCK,22,7,2,1,1.5,60000,390000,399900,40,0,3,2,3/30/2019,Detached,No,0,,Bi-Level,136X36X156X50,4896,,,,,,,
173,393,Burton,22,6,2,0,1.5,60000,380000,399000,40,0,3,2,3/31/2019,Attached,No,1681,,Other,150 X 40,6000,,,,,,,
174,394,Charal,22,10,2,1,2,60000,554000,599000,43,0,5,2,4/1/2019,Attached,No,2876,,Colonial,77X125X93X162,9625,,,,,,,
175,395,Sumac,22,8,2,1,1,60000,312000,319000,43,0,3,0,4/2/2019,None,Yes,0,,Ranch,49 X 166,8134,,,,,,,
176,396,Wildrose,22,14,4,2,2,60000,700000,750000,43,2,4,3,4/3/2019,Attached,Yes,0,,Contemporary,112 X 140,15680,,,,,,,
177,397,Fairview,22,6,1,1,1,60000,276150,342000,44,0,3,1,4/4/2019,Attached,No,0,,Other,14833,14833,,,,,,,
178,398,Marion,22,9,2,1,2,60000,500000,535000,46,0,3,1,4/5/2019,Attached,No,2924,,Other,50X204X48X205,10200,,,,,,,
179,399,Marvell,22,8,2,1,2,60000,425000,450000,47,0,4,2,4/6/2019,Attached,No,0,942,Colonial,47X130X160X212,6110,,,,,,,
180,400,Saint Johns,22,8,1,1,2,60000,262500,285000,60,0,2,1,4/7/2019,Detached,Yes,0,,Other,50X160,8000,,,,,,,
181,401,Western,22,6,2,0,1,60000,385000,399900,61,0,3,2,4/8/2019,Attached,No,1452,0,Ranch,120 X 112 X 122 X 99,13440,,,,,,,
182,402,Cavell,22,7,2,0,2,60000,180000,250000,62,0,3,0,4/9/2019,None,Yes,1105,,Other,50X150X56X144,7500,,,,,,,
183,403,Country,22,10,3,1,1,60000,475000,499000,77,0,4,2,4/10/2019,Attached,Yes,0,,Ranch,"20,763","20,763",,,,,,,
184,404,Pierce,22,11,3,1,2,60000,635000,679900,77,0,4,2,4/11/2019,Attached,No,0,1248,Colonial,8620 SQFT,8620,,,,,,,
185,405,Brittany,22,10,3,0,1,60000,755000,799000,79,0,4,2.5,4/12/2019,Detached,No,3010,610,Other,85X200,17000,,,,,,,
186,406,Summit,22,7,2,1,1.5,60000,409000,415000,85,0,3,1.5,4/13/2019,Attached,No,0,,Tri-Level,75X155X74X155,11625,,,,,,,
187,407,Park,22,12,4,1,2,60000,910000,959000,87,1,4,2,4/14/2019,Attached,Yes,0,,Colonial,75X150,11250,,,,,,,
188,408,SUMAC,22,7,2,1,1.5,60000,360000,379000,87,0,3,2,4/15/2019,Attached,No,0,,Bi-Level,69X134X63X125,9246,,,,,,,
189,409,HUNTINGTON,22,7,2,0,1,60000,295000,344900,91,0,3,1,4/16/2019,Attached,No,0,,Ranch,60 X 150,9000,,,,,,,
190,410,LAUREL,22,14,5,1,2,60000,785000,850000,94,1,5,3,4/17/2019,Attached,Yes,4802,,Colonial,75 X 200,15000,,,,,,,
191,411,St Johns,22,6,1,1,2,60000,240000,250000,97,0,3,1,4/18/2019,Attached,Yes,0,,Other,60X131,7860,,,,,,,
192,412,Ashland,22,9,2,1,2,60000,376129,399900,100,0,3,2,4/19/2019,Attached,No,0,,Other,116 X 81 X 116 X 80,9396,,,,,,,
193,413,Green Bay,22,9,3,1,2,60000,570000,599000,105,1,3,1,4/20/2019,Attached,Yes,0,,Tudor,9750,9750,,,,,,,
194,414,Chicago,22,9,3,0,2,60000,289000,319000,108,0,4,4,4/21/2019,Detached,Yes,0,,Cape Cod,80 X 150,12000,,,,,,,
195,415,Half Day,22,11,3,0,2,60000,355000,395000,115,0,5,2,4/22/2019,Attached,No,0,,Other,76X148,11248,,,,,,,
196,416,Cherry,22,5,1,0,1,60000,130000,154900,116,0,2,0,4/23/2019,None,No,0,,Ranch,7635,7635,,,,,,,
197,417,Old Briar,22,9,2,1,1.5,60000,445000,455900,118,0,3,1,4/24/2019,Attached,No,0,,Bi-Level,113X208,23504,,,,,,,
198,418,Highland,22,11,4,1,1.5,60000,412000,409900,120,0,5,2,4/25/2019,Attached,Yes,0,,Contemporary,14601 SF,14601,,,,,,,
199,419,Broadview,22,9,2,1,1,60000,344000,379000,123,0,3,0,4/26/2019,None,Yes,0,,Ranch,40 X 130,5200,,,,,,,
200,420,Leslee,22,8,3,0,1.5,60000,585000,588000,127,0,3,2,4/27/2019,Attached,Yes,0,,Contemporary,195X56X105X146,10920,,,,,,,
201,421,Castlewood,22,7,2,1,1,60000,500000,524900,131,0,3,2,4/28/2019,Attached,No,0,,Ranch,100 X 146,14600,,,,,,,
202,422,Clifton,22,10,3,1,2,60000,875000,899990,131,0,4,2,4/29/2019,Attached,No,0,,Other,240 X 50,12000,,,,,,,
203,423,Twin Oaks,22,8,3,1,2,60000,275100,349900,151,0,4,2,4/30/2019,Attached,Yes,0,,Bi-Level,155X75,11625,,,,,,,
204,424,Deere Park,22,8,3,1,2,60000,575000,715000,159,0,4,2,5/1/2019,Attached,No,0,,Colonial,88X165,14520,,,,,,,
205,425,Cavell,22,8,1,1,2,60000,482500,499900,165,0,3,2.5,5/2/2019,Detached,No,0,,Other,75X146,10950,,,,,,,
206,426,harvard,22,8,3,1,2,60000,555000,580000,165,0,5,2.5,5/3/2019,Attached,No,0,,Cape Cod,135X70X149X36,9450,,,,,,,
207,427,Deere Park,22,10,4,0,1,60000,800000,849000,169,0,4,2,5/4/2019,Attached,Yes,0,,Other,0.57,24829.2,,,,,,,
208,428,Sherwood,22,9,2,1,1.5,60000,383000,435000,169,0,4,2,5/5/2019,Attached,No,0,,Contemporary,66X150,9900,,,,,,,
209,429,Bob O Link,22,13,5,0,2,60000,750000,799000,178,1,4,2,5/6/2019,Attached,Yes,4057,,Colonial,72 X 180,12960,,,,,,,
210,430,Sumac,22,9,3,1,2,60000,723000,759000,190,0,4,3,5/7/2019,Attached,No,0,,Other,176 X 26 X 103 X 160,4576,,,,,,,
211,431,GREEN BAY,22,9,3,1,2,60000,570000,600000,191,0,5,4,5/8/2019,Attached,No,0,,Traditional,16146 SQ FT,16146,,,,,,,
212,432,Sunset,22,17,7,1,2,60000,1425000,1599000,194,1,7,3,5/9/2019,Attached,Yes,5774,,Colonial,100X296,29600,,,,,,,
213,433,Cary,22,10,5,1,3,60000,987500,1075000,218,0,5,2,5/10/2019,Detached,Yes,4322,,Other,114X172,19608,,,,,,,
214,434,Priscilla,22,8,2,1,2,60000,365000,375000,221,0,4,2,5/11/2019,Attached,No,0,,Other,55 X 150,8250,,,,,,,
215,435,Ridgewood,22,9,3,1,2,60000,565500,580000,234,0,4,2,5/12/2019,Attached,No,0,,Other,13181,13181,,,,,,,
216,436,Clavey,22,7,2,0,1.5,60000,320000,319000,249,0,3,1,5/13/2019,Attached,Yes,0,,Other,5609,5609,,,,,,,
217,437,LINCOLN,22,6,2,0,1,60000,250000,250000,263,0,2,0,5/14/2019,None,No,0,,Ranch,50X200X50X200,10000,,,,,,,
218,438,Lakeside,22,9,2,1,2,60000,660000,749000,274,0,4,2,5/15/2019,Attached,No,0,,Tudor,75 X 185,13875,,,,,,,150
219,439,Woodbine,22,13,2,2,2,60000,660000,699000,279,0,4,2,5/16/2019,Attached,Yes,0,,Colonial,61 X 150 X 118 X 127,9150,,,,,,,
220,440,Pleasant,22,10,3,2,3,60000,505000,525000,282,0,4,2,5/17/2019,Detached,Yes,0,,Tudor,40X129,5160,,,,,,,
221,441,Western,22,8,3,0,1.5,60000,240000,249900,344,0,3,2,5/18/2019,Detached,Yes,0,,Tri-Level,75X230.94X76.4X231,17320.5,,,,,,,
222,442,Laurel,22,9,3,1,3,60000,590000,624900,403,0,4,1,5/19/2019,Detached,No,0,,Other,200X50,10000,,,,,,,
223,443,Linden Park,22,13,3,2,2,60000,1000000,1100000,415,1,4,2,5/20/2019,Attached,Yes,0,,Other,60X203X33.4X190,12180,,,,,,,
224,444,Sunset,22,8,2,0,1,60000,355000,378000,418,0,3,1,5/21/2019,Attached,No,1949,1274,Ranch,111 X 69 X 107 X 69,7659,,,,,,,
225,445,Hidden Ridge,22,17,8,1,3,60000,1225000,1290000,456,2,6,5,5/22/2019,Attached,Yes,0,,Other,284X327X52X229,92868,,,,,,,
226,446,County Line,22,11,3,1,2,60000,515000,534000,456,1,4,3,5/23/2019,Attached,Yes,3019,1960,Traditional,100X124,12400,,,,,,,
227,447,Linden,22,10,3,1,2,60000,691000,799000,469,0,4,2,5/24/2019,Attached,No,0,,Traditional,80X175,14000,,,,,,,
228,448,Clavey,22,10,3,0,1,60000,620500,649900,594,0,4,2,5/25/2019,Attached,No,0,,Ranch,110X272,29920,,,,,,,
229,559,Suffield,33,7,2,0,1.5,60000,290000,295000,3,0,3,2.5,5/26/2019,Detached,Yes,0,,Other,75X100,7500,,,,,,,
230,560,Marion,33,8,2,0,1,60000,289000,299900,4,0,3,2,5/27/2019,Detached,No,0,,Ranch,140 X 59,8260,,,,,,,
231,561,CHURCH,33,9,1,1,2,60000,259000,259000,4,0,3,2,5/28/2019,Attached,No,1630,384,Prairie,50 X 118,5900,,,,,,,
232,562,Olcott,33,7,1,1,1.5,60000,188000,189900,4,0,3,1,5/29/2019,Detached,Yes,1577,,Tri-Level,55 X 130,7150,,,,,,,
233,563,Carol,33,7,2,0,1.5,60000,326000,325000,5,0,3,2,5/30/2019,Detached,Yes,0,,Other,45X124,5580,,,,,,,
234,564,MANSFIELD,33,6,1,1,1,60000,229900,229900,5,0,3,1.1,5/31/2019,Detached,Yes,0,,Ranch,124X45,5580,,,,,,,
235,565,Crain,33,6,2,0,2,60000,255000,239500,6,0,3,1,6/1/2019,Attached,No,0,,Other,95 X 134 X 166,12730,,,,,,,
236,566,Reba,33,13,2,1,2,60000,541000,549500,7,1,4,2,6/2/2019,Attached,No,0,,Other,30X176X141X122,5280,,,,,,,
237,567,School,33,9,2,1,2,60000,435000,450000,7,0,4,2,6/3/2019,Detached,No,0,,Other,100X87,8700,,,,,,,
238,568,Oketo,33,9,3,0,1.5,60000,325000,325000,7,0,4,2,6/4/2019,Attached,Yes,1618,811,Bi-Level,76X107X77X107,8132,,,,,,,
239,569,warren,33,8,2,0,1.5,60000,342000,359900,8,0,3,2,6/5/2019,Detached,No,0,,Bi-Level,50 X 120,6000,,,,,,,
240,570,Central,33,7,1,1,1,60000,305000,339000,9,0,3,1,6/6/2019,Attached,No,0,,Ranch,124 X 62,7688,,,,,,,
241,571,Beckwith,33,9,2,1,1.5,60000,310500,339000,9,0,4,0,6/7/2019,None,Yes,0,,Other,60X135,8100,,,,,,,
242,572,Monroe,33,8,3,0,1,60000,272500,299999,10,0,3,2.5,6/8/2019,Detached,Yes,0,,Ranch,50X132,6600,,,,,,,
243,573,Oketo,33,6,1,1,1,60000,220000,240000,12,0,3,0,6/9/2019,None,Yes,0,,Bungalow,7680 SQ. FT.,7680,,,,,,,
244,574,Belleforte,33,6,1,0,1,60000,265000,249900,12,0,3,0,6/10/2019,None,No,0,,Ranch,60X130,7800,,,,,,,
245,575,Main,33,10,2,0,1.5,60000,275500,275000,13,0,6,0,6/11/2019,None,Yes,0,,Other,118 X 45,5310,,,,,,,
246,576,Osceola,33,7,2,0,1.5,60000,259000,285000,13,0,3,2,6/12/2019,Detached,Yes,0,,Other,8640,8640,,,,,,,
247,577,CHURCHILL,33,8,2,1,1,60000,360000,380000,13,0,3,2,6/13/2019,Attached,Yes,0,,Other,67X113,7571,,,,,,,
248,578,Lake,33,7,2,0,1.5,60000,344000,360000,14,0,3,2,6/14/2019,Attached,Yes,0,,Other,67 X 112,7504,,,,,,,
249,579,Beckwith,33,5,1,0,1,60000,200000,229900,14,0,3,1,6/15/2019,Detached,No,0,,Ranch,75X99,7425,,,,,,,
250,580,Shermer,33,7,2,1,1.5,60000,236000,184900,15,0,3,1,6/16/2019,Attached,Yes,0,,Other,5876,5876,,,,,,,
251,581,MANGO,33,7,2,0,1.5,60000,307500,324900,17,0,3,1,6/17/2019,Attached,Yes,0,,Tri-Level,46X125,5750,,,,,,,
252,582,Nashville,33,7,2,0,1,60000,245000,265000,17,0,3,0,6/18/2019,None,No,0,,Ranch,50X123X144,6150,,,,,,,
253,583,Beckwith,33,7,2,0,1.5,60000,335000,359000,18,0,3,2,6/19/2019,Attached,Yes,0,,Bi-Level,7670,7670,,,,,,,
254,584,Morton,33,10,2,0,1,60000,407500,419000,22,1,2,2.5,6/20/2019,Attached,Yes,0,,Ranch,66X124,8184,,,,,,,
255,585,PALMA,33,7,2,0,1,60000,416000,415000,22,0,3,2,6/21/2019,Attached,No,1918,,Ranch,8325SF,8325,,,,,,,
256,586,Merrill,33,9,2,0,1.5,60000,405000,425000,24,0,3,1.1,6/22/2019,Attached,No,0,,Contemporary,60 X 126,7560,,,,,,,
257,587,Lyons,33,9,2,0,1,60000,335000,350000,26,0,4,1,6/23/2019,Attached,No,0,,Ranch,62 X 120,7440,,,,,,,
258,588,Normandy,33,7,3,0,1,60000,240000,324900,28,0,3,2,6/24/2019,Attached,No,0,,Ranch,68.7X132,9068.4,,,,,,,
259,589,Church,33,7,2,0,1,60000,308500,319000,28,0,3,2,6/25/2019,Detached,Yes,0,,Other,50 X 118,5900,,,,,,,
260,590,Lincoln,33,8,1,1,1.5,60000,240000,250000,29,0,2,1,6/26/2019,Detached,No,0,,Bi-Level,232X49X210X45,11368,,,,,,,
261,591,MAJOR,33,8,2,0,1,60000,345000,349000,31,1,3,0,6/27/2019,None,Yes,0,,Ranch,50 X 132,6600,,,,,,,
262,592,Foster,33,12,4,0,2,60000,375000,389900,32,1,5,1,6/28/2019,Attached,Yes,0,,Colonial,60 X 116,6960,,,,,,,
263,593,Olcott,33,7,2,0,1.5,60000,300000,309900,37,0,3,2,6/29/2019,Detached,Yes,0,,Bi-Level,60X130,7800,,,,,,,
264,594,Madison,33,7,2,0,1.5,60000,285000,299900,38,0,3,2,6/30/2019,Detached,Yes,0,,Bi-Level,50 X 131,6550,,,,,,,
265,595,Luna,33,8,2,0,1.5,60000,322000,335000,39,0,4,2,7/1/2019,Attached,No,0,,Bi-Level,49 X 118,5782,,,,,,,
266,596,McVicker,33,8,2,0,1,60000,279900,289000,39,0,3,2.5,7/2/2019,Detached,Yes,0,,Ranch,53X135X52X135,7155,,,,,,,
267,597,Mango,33,6,1,0,1,60000,300000,319900,40,0,3,2,7/3/2019,Detached,No,0,,Other,50 X 132 X 50 X 132,6600,,,,,,,
268,598,Wilson,33,6,2,0,1.5,60000,318000,329900,40,0,3,0,7/4/2019,None,Yes,0,,Other,7548,7548,,,,,,,
269,599,Callie,33,6,2,0,1.5,60000,208000,213000,42,0,3,2,7/5/2019,Detached,No,0,,Cape Cod,25X123X25X123,3075,,,,,,,
270,600,BECKWITH,33,8,2,1,1.5,60000,407500,414900,47,0,4,2,7/6/2019,Attached,Yes,0,,Mid Level,50X130,6500,,,,,,,
271,601,Michael,33,9,2,1,1.5,60000,378000,399900,47,0,5,2,7/7/2019,Detached,Yes,0,,Tri-Level,57X126,7182,,,,,,,
272,602,Menard,33,8,2,0,1,60000,270000,289900,55,0,2,2,7/8/2019,Detached,Yes,0,,Ranch,33X125,4125,,,,,,,
273,603,Ponto,33,8,2,0,1.5,60000,250500,298700,56,0,3,2,7/9/2019,Attached,Yes,1642,,Tri-Level,7085 SQ FT,7085,,,,,,,
274,604,MCVICKER,33,6,2,0,1,60000,249000,259900,56,0,2,1,7/10/2019,Detached,Yes,0,,Ranch,45X124,5580,,,,,,,
275,605,Cleveland,33,6,1,1,1,60000,255000,259900,61,0,3,1,7/11/2019,Attached,Yes,0,,Ranch,60X125,7500,,,,,,,
276,606,Emerson,33,8,1,0,1,60000,255000,269900,61,0,3,1,7/12/2019,Attached,No,0,,Ranch,62 X 121,7502,,,,,,,
277,607,MANGO,33,6,2,0,1,60000,240000,249000,74,0,2,1,7/13/2019,Detached,No,0,,Ranch,45 X 132,5940,,,,,,,
278,608,Oconto,33,7,2,0,1.5,60000,285000,299000,79,0,3,2,7/14/2019,Detached,Yes,0,,Bi-Level,66 X 114,7524,,,,,,,
279,609,Beckwith,33,8,3,1,1.5,60000,397500,419000,81,0,4,1,7/15/2019,Attached,No,2945,,Other,63 X 130,8190,,,,,,,
280,610,Reba,33,7,2,0,1,60000,337000,349000,85,0,3,2,7/16/2019,Detached,Yes,0,,Other,50 X 131.11,6555.5,,,,,,,
281,611,Davis,33,6,2,1,1,60000,253493,283700,93,0,4,2,7/17/2019,Attached,No,0,,Other,7504,7504,,,,,,,
282,612,Odell,33,6,1,1,1,60000,240000,249000,96,0,3,0,7/18/2019,None,No,1357,,Ranch,57X118,6726,,,,,,,
283,613,Wilson,33,7,1,1,1,60000,312000,319900,111,0,3,1,7/19/2019,Attached,No,0,,Ranch,60  104,6240,,,,,,,
284,614,MEADE,33,7,1,1,1,60000,244200,253900,113,0,3,0,7/20/2019,None,No,0,,Ranch,50 X 124,6200,,,,,,,
285,615,Linder,33,11,3,1,2,60000,615000,635000,132,0,4,2,7/21/2019,Attached,Yes,0,,Contemporary,45X125,5625,,,,,,,
286,616,NATOMA,33,7,2,0,1.5,60000,312000,324900,135,0,3,0,7/22/2019,None,Yes,0,,Other,55X100,5500,,,,,,,
287,617,BECKWITH,33,8,2,0,1,60000,193000,239000,135,0,4,1,7/23/2019,Attached,No,0,,Ranch,56 X 134,7504,,,,,,,
288,618,Oleander,33,7,1,1,1,60000,305000,315000,136,0,3,2,7/24/2019,Attached,Yes,0,,Bungalow,50X125,6250,,,,,,,
289,619,Wilson,33,10,4,0,2,60000,700000,724900,138,2,4,2,7/25/2019,Detached,Yes,0,,Other,90 X 122 X 56 X 111,10980,,,,,,,
290,620,Foster,33,7,1,0,1,60000,262000,269900,138,1,2,1,7/26/2019,Attached,No,1126,1126,Ranch,60X105,6300,,,,,,,
291,621,Reba,33,8,1,1,1.5,60000,305000,320000,140,0,3,2,7/27/2019,Attached,No,0,,Bi-Level,50 X 132,6600,,,,,,,
292,622,Foster,33,12,5,0,2,60000,723000,749000,147,1,5,2,7/28/2019,Attached,Yes,3625,1825,Other,64X118,7552,,,,,,,
293,623,Simpson,33,7,2,0,2,60000,300000,322900,148,0,4,2.5,7/29/2019,Detached,No,0,,Other,65 X 115,7475,,,,,,,
294,624,Maple,33,10,2,0,1.5,60000,424000,439000,168,2,3,1,7/30/2019,Attached,No,1935,,Tri-Level,61X128X101X173,7808,,,,,,,
295,625,Georgiana,33,9,2,1,2,60000,334000,345000,175,0,4,1,7/31/2019,Detached,No,2100,1070,A-Frame,38X124,4712,,,,,,,
296,626,Foster,33,6,2,0,1.5,60000,317500,325000,186,0,4,2,8/1/2019,Detached,No,1250,,Cape Cod,54 X 114,6156,,,,,,,
297,627,Central,33,9,2,0,1.5,60000,335000,359000,187,0,4,1.5,8/2/2019,Detached,No,0,,Tri-Level,58X108,6264,,,,,,,
298,628,Palma,33,6,2,0,1,60000,259900,259900,189,0,3,1,8/3/2019,Attached,No,0,,Ranch,60X120,7200,,,,,,,
299,629,Davis,33,11,4,1,2,60000,670000,699000,195,0,5,2.5,8/4/2019,Attached,Yes,0,,Other,113 X 81,9153,,,,,,,
300,630,NEENAH,33,7,2,0,1.5,60000,299900,299900,198,0,3,2.5,8/5/2019,Detached,Yes,0,,Bi-Level,"6,169","6,169",,,,,,,
301,631,Crain,33,7,3,0,2,60000,385000,420000,254,0,3,2,8/6/2019,Detached,No,0,,Georgian,125X50,6250,,,,,,,
302,632,Ozark,33,7,2,0,1.5,60000,325000,334900,281,0,3,2,8/7/2019,Detached,Yes,0,,Other,60X138X60X136,8280,,,,,,,
303,633,Parkside,33,7,2,1,2,60000,330000,339000,363,0,3,2.5,8/8/2019,Detached,Yes,2249,,Cape Cod,50X130,6500,,,,,,,
304,634,Capri,33,9,2,1,1.5,60000,265000,279900,410,0,3,2,8/9/2019,Detached,Yes,0,,Tri-Level,75 X 100,7500,,,,,,,
305,635,Lyons,33,13,3,1,2,60000,653500,702000,415,0,5,2,8/10/2019,Attached,Yes,0,,Colonial,41X157X146X96,6437,,,,,,,
306,816,Touraine,51,11,2,1,2,60000,581500,589900,1,0,4,2,8/11/2019,Attached,No,0,,Colonial,90 X 141 X 89 X 141,12690,,,,,,,
307,817,Cherry,51,8,2,1,1,60000,500000,499900,1,0,4,2.5,8/12/2019,Attached,No,0,,Ranch,93 X 131 X 93 X 131,12183,,,,,,,
308,818,Shermer,51,7,1,0,2,60000,415000,449000,1,0,3,2,8/13/2019,Detached,No,0,,Other,219X114X193X116,24966,,,,,,,
309,819,Greenwood,51,6,2,0,1,60000,479000,479000,2,0,2,2,8/14/2019,Attached,No,0,,Ranch,48 X 69,3312,,,,,,,
310,820,Williamsburg,51,9,2,1,2,60000,575000,589000,2,0,4,2,8/15/2019,Attached,No,0,,Colonial,84X141X84X140,11844,,,,,,,
311,821,Eastwood,51,9,2,1,1.5,60000,777500,799500,2,0,4,2,8/16/2019,Attached,No,0,,Cape Cod,"15,500 SQ. FT.","15,500",,,,,,,
312,822,Fox Run,51,8,2,1,2,60000,630000,669500,2,0,4,2,8/17/2019,Attached,No,0,0,Other,89X131X88X131,11659,,,,,,,
313,823,Ash,51,13,5,1,2,60000,1320000,1350000,3,1,5,2,8/18/2019,Attached,Yes,0,,Traditional,75X156X56X163,11700,,,,,,,
314,824,Oak,51,10,4,1,2,60000,1015000,1049000,3,1,4,2,8/19/2019,Attached,Yes,0,,Other,55X135,7425,,,,,,,
315,825,Holly,51,8,2,0,1.5,60000,300000,300000,3,0,3,2.5,8/20/2019,Detached,No,1711,,Colonial,80' X 143.5',11480,,,,,,,
316,826,Brian,51,10,2,1,2,60000,445000,449000,3,0,4,2,8/21/2019,Attached,No,2375,,Other,50 X 89.5 X 50 X 100,4475,,,,,,,
317,827,Greenwood,51,6,2,0,1,60000,485000,489000,4,0,2,2,8/22/2019,Attached,No,0,,Ranch,5287 SQ FT,5287,,,,,,,
318,828,Radcliffe,51,10,2,1,2,60000,575000,589000,4,0,4,2,8/23/2019,Attached,No,0,,Colonial,81 X 124 X 82 X 121,10044,,,,,,,
319,829,Buckthorn,51,6,2,0,1,60000,362000,369000,5,0,2,2,8/24/2019,Attached,No,0,,Other,65 X 90,5850,,,,,,,
320,830,Whitfield,51,6,1,0,1,60000,222500,210000,6,0,3,0,8/25/2019,None,No,0,,Bungalow,68X61X92X116,4148,,,,,,,
321,831,Longaker,51,7,1,1,1,60000,206000,249000,6,0,3,0,8/26/2019,None,Yes,0,,Ranch,48X130X49X130,6240,,,,,,,
322,832,Techny,51,8,1,1,2,60000,260000,274900,6,0,4,2,8/27/2019,Attached,No,0,,Cape Cod,62 X 157 X 63 X 157,9734,,,,,,,
323,833,MARCEE,51,7,1,1,1.5,60000,217500,280000,6,0,3,1,8/28/2019,Attached,Yes,0,,Other,60 X 134 X 87 X 158,8040,,,,,,,
324,834,Peachtree,51,10,2,2,2,60000,868500,899000,7,0,5,2,8/29/2019,Attached,No,0,,Cape Cod,70X156X150X152,10920,,,,,,,
325,835,RUTGERS,51,9,2,1,2,60000,555000,599900,7,0,4,2,8/30/2019,Attached,No,0,,Other,12110 SQFT,12110,,,,,,,
326,836,Western,51,12,4,0,2,60000,911000,985000,8,0,5,3,8/31/2019,Attached,No,0,,Colonial,92X142X92X142,13064,,,,,,,
327,837,Brentwood,51,12,2,2,2,60000,451400,489900,8,0,4,6,9/1/2019,Attached,No,0,,Contemporary,75 X 230,17250,,,,,,,
328,838,Beechnut,51,6,1,0,1,60000,350000,359000,9,0,3,2,9/2/2019,Attached,No,0,,Other,191 X 108 X 215 X 86,20628,,,,,,,
329,839,Voltz,51,13,8,1,2,60000,1465000,1450000,9,1,4,5,9/3/2019,Attached,Yes,6340,3000,Other,"18,084","18,084",,,,,,,
330,840,WHIRLAWAY,51,8,2,2,1.5,60000,420000,450000,11,0,3,2,9/4/2019,Attached,No,0,,Tri-Level,100X200,20000,,,,,,,
331,841,Laurel,51,8,3,0,1,60000,410000,419000,14,1,3,1,9/5/2019,Attached,Yes,2000,,Ranch,60X172X113X78,10320,,,,,,,
332,842,Appletree,51,7,2,1,1.5,60000,445000,475000,16,0,3,2,9/6/2019,Attached,No,0,,Other,75 X 160,12000,,,,,,,
333,843,Keystone,51,9,4,1,2,60000,848000,849900,16,0,5,3,9/7/2019,Attached,Yes,0,,Other,59X301,17759,,,,,,,
334,844,Elm Ridge,51,4,2,1,1.5,60000,463000,495000,17,0,4,2.5,9/8/2019,Attached,No,0,,Bi-Level,206X100X205X100,20600,,,,,,,
335,845,Huckleberry,51,10,2,2,1.5,60000,400000,425000,18,0,4,2,9/9/2019,Attached,Yes,0,,Tri-Level,68X160,10880,,,,,,,
336,846,Woodlawn,51,7,2,1,1,60000,532000,569000,22,0,4,1,9/10/2019,Attached,No,0,,Other,104X200,20800,,,,,,,
337,847,Sussex,51,10,2,1,2,60000,517500,549000,24,0,5,2,9/11/2019,Attached,No,0,,Contemporary,103 X 96 X 92 X 142,9888,,,,,,,
338,848,Suffield,51,10,2,1,2,60000,570000,625000,24,0,4,2,9/12/2019,Attached,No,0,,Other,134X127X25X135,17018,,,,,,,
339,849,Norway Pine,51,10,3,1,1,60000,630000,645000,25,1,3,2,9/13/2019,Attached,Yes,0,,Ranch,47X139X141X134,6533,,,,,,,
340,850,Powder Horn,51,10,2,1,2,60000,509000,499000,28,0,4,2,9/14/2019,Attached,No,0,,Colonial,"11,139","11,139",,,,,,,
341,851,Whirlaway,51,9,3,0,2,60000,460000,529900,30,0,4,2,9/15/2019,Attached,No,0,,Other,34548,34548,,,,,,,
