ID,StreetNum,StrName,Area,Rooms,FullBath,HalfBath,Floors,Zip,SoldPrice,ListPrice,MT,BedRoomsBsmt,BedRooms,GarageSpaces,ClosedDate,GarageType,BsmtBath,AbvGrdSF,BsmntSF,Style,LotDims,LotSize,,,,,,,
342,852,Greenacre,51,17,6,1,2,60000,1451500,1599000,33,2,5,4,9/16/2019,Attached,Yes,0,,English,295 X100X296X99,29500,,,,,,,
343,853,CAROL,51,8,3,0,1.5,60000,443000,475000,33,0,4,2,9/17/2019,Attached,No,2565,,Tri-Level,75 X 135,10125,,,,,,,
344,854,COUNTRY CLUB,51,8,2,1,2,60000,810000,850000,34,0,3,2,9/18/2019,Attached,No,0,,Other,50X50,2500,,,,,,,
345,855,Lilac,51,8,2,1,1.5,60000,465000,489000,34,0,4,2,9/19/2019,Attached,No,0,,Other,127X117X149X75,14859,,,,,,,
346,856,Orchard,51,9,2,1,2,60000,665000,689000,34,0,4,2,9/20/2019,Attached,No,0,,Colonial,64 X 165 X 64 X 166,10560,,,,,,,
347,857,Prestwick,51,8,2,1,2,60000,596000,619000,34,0,4,2,9/21/2019,Attached,No,0,,Colonial,90 X106 X 94 X 131,9540,,,,,,,
348,858,Doriann,51,9,2,1,1,60000,544000,545000,34,0,4,2.5,9/22/2019,Attached,No,2788,,Ranch,100 X 120,12000,,,,,,,
349,859,Prestwick,51,10,2,1,2,60000,566250,585000,36,0,4,2,9/23/2019,Attached,No,0,,Colonial,12917,12917,,,,,,,
350,860,Blackthorn,51,8,1,1,2,60000,470000,499000,37,0,3,1,9/24/2019,Attached,No,0,,Colonial,62X144,8928,,,,,,,
351,861,WILDWOOD,51,10,2,1,2,60000,660000,715000,37,0,3,2,9/25/2019,Attached,No,3194,,Colonial,145X84X34X121,12180,,,,,,,
352,862,Bob O Link,51,8,2,1,2,60000,540000,574000,40,0,4,2,9/26/2019,Attached,No,0,,Other,89 X 135,12015,,,,,,,
353,863,Phyllis,51,10,3,1,2,60000,630000,649000,42,0,4,2,9/27/2019,Attached,Yes,0,,Colonial,122 X 78 X 122X 79,9516,,,,,,,
354,864,Western,51,13,5,1,2,60000,895000,899000,43,0,5,2,9/28/2019,Attached,Yes,0,,Colonial,85X144X84X144,12240,,,,,,,
355,865,Saint Stephens Grn,51,11,2,2,2,60000,464550,489000,46,0,6,2,9/29/2019,Attached,No,0,,Cape Cod,12394 SQ FT,12394,,,,,,,
356,866,HAPP,51,9,3,0,2,60000,835000,899900,52,0,4,3,9/30/2019,Attached,No,0,,Other,245X301X205X435,73745,,,,,,,
357,867,Hickory,51,8,2,1,1,60000,385000,399999,53,1,3,2,10/1/2019,Attached,Yes,0,,Ranch,90X201X109X204,18090,,,,,,,
358,868,Greenview,51,10,3,1,2,60000,650000,699000,55,1,4,2,10/2/2019,Attached,Yes,0,,Tudor,76X178,13528,,,,,,,
359,869,Sunnyside,51,9,2,1,2,60000,477000,498000,55,0,4,2,10/3/2019,Attached,No,0,,Other,94 X 148 X 73 X 146,13912,,,,,,,
360,870,Grant,51,8,2,1,2,60000,560000,580000,56,0,5,2,10/4/2019,Attached,No,3190,,Other,106X285,30210,,,,,,,
361,871,Lakeside,51,12,4,1,2,60000,875000,995000,69,1,4,3,10/5/2019,Attached,Yes,4057,,Other,100X200,20000,,,,,,,
362,872,BUTTERNUT,51,8,2,1,2,60000,575000,599000,69,0,3,1,10/6/2019,Attached,No,0,,Cape Cod,59X115X60X115,6785,,,,,,,
363,873,Coachmaker,51,8,2,1,2,60000,450000,489000,71,0,4,2,10/7/2019,Attached,No,0,,Colonial,81 X 141,11421,,,,,,,
364,874,Thornwood,51,6,1,1,1,60000,390500,420000,72,0,3,1,10/8/2019,Attached,No,0,,Other,58X130X65X131,7540,,,,,,,
365,875,Carousel,51,10,2,1,1.5,60000,522500,544900,73,0,4,2.5,10/9/2019,Attached,No,0,,Other,"10,536 SQ. FT.","10,536",,,,,,,
366,876,Pfingsten,51,10,2,1,1.5,60000,457000,475000,73,0,3,2,10/10/2019,Attached,No,0,,Other,71 X 282 X 72 X 281,20022,,,,,,,
367,877,Country,51,8,2,0,1.5,60000,380000,419000,73,0,4,2,10/11/2019,Attached,No,0,,Bi-Level,81X150X114X120,12150,,,,,,,
368,878,Sunnyside,51,9,2,1,2,60000,528000,575000,76,0,4,2,10/12/2019,Attached,No,0,,Colonial,86 X 147 X 85 X 147,12642,,,,,,,
369,879,Church,51,15,5,1,2,60000,1285000,1375000,78,1,5,3,10/13/2019,Attached,Yes,4856,,Colonial,70X300X75X300,21000,,,,,,,
370,880,Cedar,51,6,2,0,1,60000,437500,449900,78,0,3,1,10/14/2019,Attached,No,0,,Other,60X183X59X179,10980,,,,,,,
371,881,Huckleberry,51,7,2,0,1,60000,452500,479000,84,0,3,2,10/15/2019,Attached,No,0,,Ranch,75 X 160,12000,,,,,,,
372,882,Wescott,51,6,2,0,1.5,60000,275000,319000,86,0,3,1,10/16/2019,Attached,Yes,1930,,Other,89 X 102,9078,,,,,,,
373,883,The Court Of Charlwood,51,8,2,1,2,60000,360000,399000,95,0,3,2,10/17/2019,Attached,No,0,,Other,59 X 83 X 58 X 85,4897,,,,,,,
374,884,Techny,51,15,5,1,2,60000,690000,725000,97,1,4,3,10/18/2019,Attached,Yes,0,,Other,93 X 279 X 93 X 281,25947,,,,,,,
375,885,Pony,51,8,2,1,2,60000,446250,470000,100,0,4,2,10/19/2019,Attached,No,0,,Other,17955,17955,,,,,,,
376,886,Norway Pine,51,9,2,1,2,60000,635000,659000,101,0,4,2.5,10/20/2019,Attached,No,0,,Colonial,163X218X159X43,35534,,,,,,,
377,887,Trails Edge,51,13,3,1,2,60000,970000,999900,102,0,5,3,10/21/2019,Attached,Yes,0,,Colonial,133 X 145 X 131 X 128,19285,,,,,,,
378,888,Timber,51,11,3,1,2,60000,525000,599000,103,0,5,2,10/22/2019,Attached,No,0,,Traditional,91 X 163,14833,,,,,,,
379,889,CONSTANCE,51,13,5,1,2,60000,940000,979000,105,0,5,3,10/23/2019,Attached,No,0,,Traditional,100X200,20000,,,,,,,
380,890,Maple,51,10,2,1,2,60000,610000,634000,106,0,4,2,10/24/2019,Attached,No,0,,Colonial,66 X 150,9900,,,,,,,
381,891,White Mountain,51,10,3,0,1,60000,465000,499900,107,1,3,2,10/25/2019,Attached,Yes,0,,Ranch,88 X 135 X 88 X 136,11880,,,,,,,
382,892,Sunset Ridge,51,11,3,1,1,60000,730000,798000,115,0,4,2,10/26/2019,Attached,No,0,,Ranch,239 X 200 X 240 X 47,47800,,,,,,,
383,893,Fieldwood,51,9,2,1,2,60000,575000,609900,115,0,4,2,10/27/2019,Attached,No,0,,Bi-Level,80 X 115 X 104 X 149,9200,,,,,,,
384,894,Sutton,51,10,3,1,2,60000,535000,579000,118,0,5,2.5,10/28/2019,Attached,No,0,,Other,117' X 142' X 126' X 17' X 72',16614,,,,,,,
385,895,Suffield,51,9,2,2,2,60000,605000,629000,126,0,5,2,10/29/2019,Attached,No,0,,Colonial,75X139X74X133,10425,,,,,,,
386,896,Central,51,8,2,0,1,60000,275000,299900,130,0,3,2,10/30/2019,Attached,No,0,,Ranch,80X127,10160,,,,,,,
387,897,Snowbird,51,9,2,1,2,60000,604500,635000,136,0,4,3,10/31/2019,Attached,No,0,,Colonial,94X126X96X125,11844,,,,,,,
388,898,Barberry,51,8,2,1,1.5,60000,399000,444900,139,0,4,2,11/1/2019,Attached,No,2196,0,Contemporary,85 X 125,10625,,,,,,,
389,899,Oak,51,12,6,1,2,60000,1475000,1599000,149,1,5,3,11/2/2019,Attached,Yes,6000,3000,Colonial,102X274X100X298,27948,,,,,,,
390,900,Prestwick,51,11,4,1,2,60000,710000,799000,150,0,4,3,11/3/2019,Attached,Yes,4078,,Traditional,102X144,14688,,,,,,,
391,901,Crabtree,51,12,2,1,2,60000,525000,574900,155,0,4,2,11/4/2019,Attached,No,0,,Colonial,14040,14040,,,,,,,
392,902,Dell,51,13,4,1,2,60000,750000,769900,162,1,4,2,11/5/2019,Attached,Yes,0,,Colonial,61 X 152 X 65 X 161,9272,,,,,,,
393,903,Bittersweet,51,9,3,0,1.5,60000,498000,525000,162,1,3,2,11/6/2019,Attached,No,0,,Bi-Level,75X160,12000,,,,,,,
394,904,Dundee,51,7,2,0,1,60000,270000,289900,167,0,3,2,11/7/2019,Detached,No,0,,Other,187X194,36278,,,,,,,
395,905,Maple,51,6,2,0,1,60000,179100,235000,179,0,3,1,11/8/2019,Detached,No,0,,Ranch,136 X 54,7344,,,,,,,
396,906,Briarwood,51,9,2,1,2,60000,600000,649900,180,0,4,1,11/9/2019,Attached,No,0,,Other,60 X 124 X 60 X129,7440,,,,,,,
397,907,Pfingsten,51,10,6,2,2,60000,641250,671000,184,0,6,3,11/10/2019,Attached,No,0,,Other,100X340,34000,,,,,,,
398,908,River Falls,51,10,2,1,2,60000,481000,499900,186,0,5,2,11/11/2019,Attached,No,0,,Tri-Level,69 X 107 X 89 X 129,7383,,,,,,,
399,909,Scott,51,14,4,1,2,60000,860000,925000,193,1,5,3,11/12/2019,Attached,Yes,4192,,Other,79X125,9875,,,,,,,
400,910,Thornapple,51,9,3,0,2,60000,525000,569000,195,0,4,2.5,11/13/2019,Attached,No,0,,Colonial,83 X 282,23406,,,,,,,
401,911,Coachmaker,51,9,2,1,2,60000,450000,475000,195,0,4,2,11/14/2019,Attached,No,0,,Colonial,12480,12480,,,,,,,
402,912,Donovan Glen,51,12,4,1,2,60000,818000,849000,230,0,4,3,11/15/2019,Attached,Yes,0,,Other,10892,10892,,,,,,,
403,913,Walters,51,12,5,0,2,60000,805000,849900,246,1,5,3,11/16/2019,Attached,Yes,0,,Colonial,65.90 X 270.83,17847.697,,,,,,,
404,914,Southbridge,51,11,2,1,2,60000,725000,750000,262,1,4,2,11/17/2019,Attached,No,0,,Colonial,90X153X91X148,13770,,,,,,,
405,915,Illinois,51,12,4,1,2,60000,1070000,1095000,265,1,4,2,11/18/2019,Attached,Yes,0,,Other,55X135,7425,,,,,,,
406,916,Oak,51,11,4,1,2,60000,1010000,1029000,272,1,4,2,11/19/2019,Attached,Yes,0,,Colonial,54 X 136 X 54 X 136,7344,,,,,,,
407,917,Walters,51,6,1,1,2,60000,250000,269900,281,0,3,2,11/20/2019,Detached,No,0,,Other,3924,3924,,,,,,,
408,918,Maple,51,8,3,0,2,60000,545000,549900,308,0,4,2,11/21/2019,Detached,Yes,0,,Other,59 X 148,8732,,,,,,,
409,919,Timberlane,51,6,1,1,1,60000,227000,267000,329,0,3,2,11/22/2019,Attached,No,1440,,Ranch,261X195X326,50895,,,,,,,
410,920,Trails Edge,51,13,6,2,2,60000,1325000,1424000,336,1,5,5,11/23/2019,Attached,Yes,5332,2670,Other,139X129,17931,,,,,,,
411,921,Chipili,51,8,2,0,1,60000,299000,299900,336,0,3,0,11/24/2019,None,Yes,0,,Ranch,51 X 132 X 51 X 132,6732,,,,,,,
412,922,Suffield,51,9,2,1,2,60000,563000,599000,355,0,4,2,11/25/2019,Attached,No,0,,Colonial,140 X 81 X 79 X 139,11340,,,,,,,
413,923,Landwehr,51,10,3,1,1,60000,378000,399000,415,0,4,2.5,11/26/2019,Attached,Yes,0,,Other,12635,12635,,,,,,,
414,924,Sunset Ridge,51,8,2,1,2,60000,547500,675000,519,0,4,4,11/27/2019,Attached,No,0,,Other,127.68 X 223.24 X 175.60 X 228,28503.2832,,,,,,,
415,925,Woodmere,51,15,4,2,2,60000,970000,999999,548,0,5,4,11/28/2019,Attached,Yes,0,,Contemporary,110X201X110X200,22110,,,,,,,
416,926,Ash,51,9,3,1,2,60000,1125000,1184000,632,0,4,2.5,11/29/2019,Attached,No,0,,Other,"10,841 SQ FT","10,841",,,,,,,
417,927,LAVIGNE,51,11,5,1,2,60000,630000,699000,794,0,5,3,11/30/2019,Attached,Yes,0,,Other,122 X 154,18788,,,,,,,
418,928,Birchwood,51,12,5,1,2,60000,1165000,1199997,807,1,4,3,12/1/2019,Attached,Yes,0,,Other,135X181X52X194,24435,,,,,,,
419,969,Kilbourn,55,7,1,1,2,60000,216500,260000,1,0,3,2,12/2/2019,Detached,No,0,,Georgian,33'X123,4059,,,,,,,
420,970,Kedvale,55,9,2,1,2,60000,437500,450000,1,0,4,2,12/3/2019,Detached,No,0,,Colonial,45 X 123,5535,,,,,,,
421,971,Dobson,55,5,1,0,1,60000,223000,239000,1,0,2,1,12/4/2019,Attached,No,0,0,Ranch,40 X 123.11,4924.4,,,,,,,
422,972,Keystone,55,9,3,0,1,60000,405000,419900,3,2,3,2,12/5/2019,Detached,Yes,1442,1442,Ranch,50X120,6000,,,,,,,
423,973,Crawford,55,8,2,0,1,60000,262000,265000,3,0,3,2.5,12/6/2019,Detached,Yes,0,,Ranch,50 X 115,5750,,,,,,,
424,974,Kolmar,55,7,2,0,1.5,60000,273000,284000,3,0,3,2.5,12/7/2019,Detached,No,0,,Bi-Level,123 X 35,4305,,,,,,,
425,975,Fargo,55,7,1,1,1,60000,290000,289900,4,0,3,2,12/8/2019,Detached,No,0,,Ranch,50 X 125,6250,,,,,,,
426,976,White Cloud,55,8,3,0,1.5,60000,375000,375000,4,0,4,0,12/9/2019,None,No,0,,Tri-Level,56 X 125,7000,,,,,,,
427,977,HARVARD,55,7,2,0,1.5,60000,250000,275000,4,0,3,2,12/10/2019,Detached,No,1683,,Bi-Level,50 X 124,6200,,,,,,,
428,978,Kilbourn,55,7,1,1,2,60000,430000,439000,5,0,3,2,12/11/2019,Detached,No,0,,Other,35X123,4305,,,,,,,
429,979,Prairie,55,6,1,0,1,60000,255100,250000,5,0,2,1,12/12/2019,Attached,No,0,,Ranch,59' X 127',7493,,,,,,,
430,980,HAMLIN,55,8,2,0,1,60000,260000,269000,5,0,2,2,12/13/2019,Detached,Yes,0,,Ranch,49X123,6027,,,,,,,
431,981,Central Park,55,5,1,0,1,60000,225000,194500,5,0,3,2,12/14/2019,Detached,No,0,1000,Ranch,50X123,6150,,,,,,,
432,982,Greenleaf,55,9,2,1,1,60000,330000,334500,6,0,3,2,12/15/2019,Detached,Yes,1814,,Ranch,46X125,5750,,,,,,,
433,983,Lowell,55,7,2,1,1.5,60000,300000,329000,6,0,3,2,12/16/2019,Attached,Yes,0,,Other,66' X 125',8250,,,,,,,
434,984,Prairie,55,6,1,0,1,60000,215000,224900,6,0,3,0,12/17/2019,None,No,0,,Ranch,52X120,6240,,,,,,,
435,985,Fargo,55,10,2,1,2,60000,425000,449750,6,0,5,2,12/18/2019,Attached,No,0,,Colonial,41 X 125,5125,,,,,,,
436,986,Kenton,55,8,1,1,2,60000,319000,319000,7,0,3,2,12/19/2019,Detached,No,0,,Georgian,35 X 123,4305,,,,,,,
437,987,Greenleaf,55,7,1,0,1,60000,265000,265000,7,0,3,2,12/20/2019,Detached,No,0,,Ranch,41 X 125,5125,,,,,,,
438,988,Kildare,55,6,1,1,1,60000,259000,259000,7,0,3,2,12/21/2019,Detached,Yes,0,,Bungalow,33X125,4125,,,,,,,
439,989,Le Claire,55,8,2,0,1,60000,370000,382000,8,1,3,1,12/22/2019,Attached,Yes,0,,Ranch,69*124,8556,,,,,,,271
440,990,Lowell,55,8,2,0,1.5,60000,435000,447800,9,0,3,2.5,12/23/2019,Attached,Yes,0,,Other,52X122,6344,,,,,,,
441,991,Kildare,55,7,2,0,1,60000,346000,345000,9,0,3,2,12/24/2019,Detached,No,1600,,Ranch,66 X 123,8118,,,,,,,
442,992,Harding,55,7,2,0,1,60000,305000,315000,10,0,3,2,12/25/2019,Detached,No,0,,Ranch,45 X 123,5535,,,,,,,
443,993,Laramie,55,8,1,1,1,60000,210000,210000,10,1,3,1,12/26/2019,Detached,No,0,,Ranch,40X125,5000,,,,,,,
444,994,Lockwood,55,8,2,1,1,60000,355000,369900,12,0,3,2,12/27/2019,Detached,Yes,2782,,Ranch,53X126,6678,,,,,,,
445,995,GREENLEAF,55,5,2,0,1,60000,244900,249900,12,0,3,2.5,12/28/2019,Detached,Yes,1087,1087,Ranch,48X124,5952,,,,,,,
446,996,Prairie,55,7,1,0,1.5,60000,230000,174900,14,0,3,2,12/29/2019,Attached,No,0,,Tri-Level,163 X 186  X 85,30318,,,,,,,
447,997,Laramie,55,6,2,0,1,60000,315000,319000,14,1,2,2,12/30/2019,Detached,Yes,0,,Other,50X125,6250,,,,,,,
448,998,LARAMIE,55,7,1,1,2,60000,270000,299900,14,0,3,2.5,12/31/2019,Detached,No,0,,Georgian,40 X 200,8000,,,,,,,
449,999,Kolmar,55,8,2,0,1,60000,405000,425000,15,1,3,2,1/1/2020,Detached,No,0,,Ranch,5658,5658,,,,,,,
450,1000,Kilbourn,55,7,2,0,1,60000,275000,279000,16,1,2,1,1/2/2020,Attached,Yes,2496,,Ranch,6089,6089,,,,,,,
451,1001,Chase,55,7,2,0,1,60000,255000,269900,20,0,2,2,1/3/2020,Detached,Yes,0,,Other,5580,5580,,,,,,,
452,1002,Keystone,55,7,2,0,1.5,60000,260000,279000,22,0,3,0,1/4/2020,None,Yes,0,,Bi-Level,5535,5535,,,,,,,
453,1003,Tripp,55,7,2,1,1,60000,350000,375000,22,0,3,1,1/5/2020,Attached,Yes,2955,,Ranch,53X131,6943,,,,,,,
454,1004,Drake,55,6,1,1,2,60000,180000,229000,23,0,3,2,1/6/2020,Detached,Yes,0,,Cape Cod,45X123,5535,,,,,,,
455,1005,Kilbourn,55,7,1,1,2,60000,325000,329000,24,0,3,2,1/7/2020,Detached,No,1403,640,Georgian,63 X 123,7749,,,,,,,
456,1006,HARVARD,55,9,3,0,2,60000,415000,429900,25,0,4,1,1/8/2020,Detached,Yes,0,,Cape Cod,66X114,7524,,,,,,,
457,1007,Chase,55,7,2,0,1.5,60000,325000,319900,25,0,3,2,1/9/2020,Attached,Yes,0,,Other,60X124,7440,,,,,,,
458,1008,KOSTNER,55,6,2,0,1,60000,430000,445000,25,0,3,2,1/10/2020,Attached,No,0,,Ranch,67X123,8241,,,,,,,
459,1009,Kildare,55,8,2,1,1.5,60000,455000,484900,25,0,4,1,1/11/2020,Attached,Yes,2124,,Tri-Level,66X131,8646,,,,,,,
460,1010,Kilpatrick,55,7,2,0,1,60000,515000,528000,26,0,3,2.5,1/12/2020,Attached,No,0,,Ranch,8646,8646,,,,,,,
461,1011,Drake,55,8,2,1,1.5,60000,315000,339000,29,0,4,1,1/13/2020,Attached,Yes,0,,Other,60  X 125,7500,,,,,,,
462,1012,Tripp,55,10,3,1,2,60000,565000,569000,29,0,5,4,1/14/2020,Attached,No,0,,Other,52 X 123,6396,,,,,,,
463,1013,Kenton,55,6,2,0,1,60000,238000,259000,29,0,3,0,1/15/2020,None,No,0,,Ranch,4640 SQ FT,4640,,,,,,,
464,1014,Greenleaf,55,8,2,1,1,60000,316500,324900,30,1,3,1,1/16/2020,Detached,Yes,0,,Other,40' X 126',5040,,,,,,,
465,1015,Kildare,55,8,2,1,1.5,60000,432000,449900,31,0,4,2,1/17/2020,Attached,No,0,,Tri-Level,68 X 137,9316,,,,,,,
466,1016,Keystone,55,6,1,0,1,60000,235000,250000,31,0,3,1,1/18/2020,Attached,No,0,,Ranch,68X133,9044,,,,,,,
467,1017,Suffield,55,7,2,1,1.5,60000,400000,425000,31,0,3,1.5,1/19/2020,Attached,Yes,0,,Other,132X55,7260,,,,,,,
468,1018,Kolmar,55,8,2,1,1.5,60000,289000,289000,33,0,3,2,1/20/2020,Detached,Yes,0,,Tri-Level,41X123,5043,,,,,,,
469,1019,Kildare,55,7,2,1,1.5,60000,400000,415000,34,0,3,2,1/21/2020,Detached,Yes,0,,Bi-Level,40 X 125,5000,,,,,,,
470,1020,Le Claire,55,8,2,0,1,60000,465000,475000,34,0,3,2,1/22/2020,Attached,No,1665,1600,Ranch,50X125,6250,,,,,,,
471,1021,Cleveland,55,9,2,0,1.5,60000,370000,375000,34,0,4,1,1/23/2020,Detached,Yes,0,,Bungalow,30 X 125,3750,,,,,,,
472,1022,Keystone,55,7,2,0,1,60000,300000,319900,36,0,3,2,1/24/2020,Detached,Yes,0,,Ranch,56 X 123,6888,,,,,,,
473,1023,Estes,55,8,2,1,1,60000,430000,455000,36,0,3,2.5,1/25/2020,Detached,Yes,0,800,Ranch,55 X 124,6820,,,,,,,
474,1024,Roth,55,8,2,0,1.5,60000,255000,255000,37,0,5,2,1/26/2020,Detached,No,0,,Other,42' X 123',5166,,,,,,,
475,1025,Kenton,55,10,2,1,2,60000,310000,324900,39,0,4,2,1/27/2020,Attached,No,0,,Cape Cod,60'X124',7440,,,,,,,
476,1026,Pratt,55,8,3,1,2,60000,480000,525000,41,0,3,2.5,1/28/2020,Attached,Yes,0,,Colonial,47X133,6251,,,,,,,
477,1027,Kolmar,55,8,1,1,1,60000,267500,284999,41,1,3,2,1/29/2020,Detached,No,0,,Ranch,60X120,7200,,,,,,,
478,1028,Keeler,55,7,4,0,2,60000,340000,350000,41,0,4,4,1/30/2020,Attached,Yes,0,,Contemporary,96 X 123,11808,,,,,,,
479,1029,Carol,55,10,2,0,1,60000,405000,405000,42,2,3,2,1/31/2020,Detached,No,0,,Ranch,123X46,5658,,,,,,,
480,1030,TRIPP,55,9,1,1,2,60000,305000,324900,43,0,4,2.5,2/1/2020,Detached,No,0,,Cape Cod,45 X 122,5490,,,,,,,
481,1031,Kilbourn,55,8,1,1,1,60000,304000,319900,44,0,3,2,2/2/2020,Detached,Yes,0,,Ranch,70X123,8610,,,,,,,
482,1032,Chase,55,8,2,0,1.5,60000,335000,339900,48,0,4,2,2/3/2020,Detached,No,0,,Other,40 X 124,4960,,,,,,,
483,1033,Keeler,55,9,4,0,1,60000,515000,515000,50,0,4,0,2/4/2020,None,Yes,2280,,Ranch,55 X 131,7205,,,,,,,
484,1034,Kilbourn,55,8,2,1,1,60000,384950,389900,51,0,3,1,2/5/2020,Attached,Yes,0,,Other,69X135,9315,,,,,,,
485,1035,St Louis,55,11,3,0,2,60000,345000,350000,52,0,4,2.5,2/6/2020,Detached,Yes,0,,Other,40X123,4920,,,,,,,
486,1036,Kimball,55,8,2,0,1.5,60000,285000,289000,56,0,3,1.5,2/7/2020,Detached,Yes,0,,Other,45X123,5535,,,,,,,
487,1037,Cleveland,55,10,3,0,1,60000,325000,319900,56,1,3,2,2/8/2020,Attached,Yes,0,,Ranch,123' X 54',6642,,,,,,,
488,1038,Brummel,55,9,4,0,2,60000,566318,574950,58,2,3,2,2/9/2020,Detached,Yes,2024,,Traditional,"5,952 SQFT",5952,,,,,,,
489,1039,Birchwood,55,12,4,1,2,60000,825000,879000,58,1,4,2,2/10/2020,Attached,Yes,0,,Other,63X124,7812,,,,,,,
490,1040,Kenneth,55,7,2,0,1.5,60000,341000,359000,59,0,3,0,2/11/2020,None,No,1360,,Other,62X101,6262,,,,,,,
491,1041,Karlov,55,7,1,0,1,60000,200000,229900,60,0,2,1,2/12/2020,Detached,No,0,,Ranch,40 X 123,4920,,,,,,,
492,1042,Kedvale,55,6,1,0,1,60000,198000,199900,61,0,2,1,2/13/2020,Detached,No,921,,Other,40X123X40X123,4920,,,,,,,
493,1043,Lacrosse,55,10,3,1,2,60000,420000,450000,64,1,4,2,2/14/2020,Attached,No,0,,Mediter./Spanish,48X130,6240,,,,,,,
494,1044,Suffield,55,8,2,1,1.5,60000,350000,360900,65,0,4,2,2/15/2020,Detached,No,0,,Bi-Level,45X125,5625,,,,,,,
495,1045,Greenleaf,55,6,1,1,1,60000,252000,269000,65,0,3,2,2/16/2020,Detached,No,0,,Ranch,40X126X40X126,5040,,,,,,,
496,1046,Jarvis,55,9,2,0,1.5,60000,318000,345000,65,0,3,0,2/17/2020,None,No,0,,Quad Level,45 X 125,5625,,,,,,,
497,1047,Cleveland,55,7,1,1,1.5,60000,265000,279900,70,0,3,2,2/18/2020,Detached,No,0,,Other,39X127,4953,,,,,,,
498,1048,GOLF,55,8,2,0,1.5,60000,410000,425000,76,0,3,3,2/19/2020,Detached,No,0,,Other,55X125,6875,,,,,,,
499,1049,Crawford,55,7,1,0,1,60000,270000,282000,77,0,3,0,2/20/2020,None,No,0,,Ranch,50X120,6000,,,,,,,
500,1050,Tripp,55,10,2,0,1,60000,296000,309900,79,1,3,0,2/21/2020,None,Yes,1260,1260,Ranch,33X123,4059,,,,,,,
501,1051,Brown,55,11,2,0,1.5,60000,279000,279000,79,0,2,2,2/22/2020,Detached,Yes,1117,,Bungalow,40X152,6080,,,,,,,
502,1052,Lockwood,55,8,3,0,1,60000,302000,319000,79,1,3,2.5,2/23/2020,Detached,Yes,1225,,Step Ranch,0.11,4791.6,,,,,,,
503,1053,Main,55,5,1,2,1,60000,291500,308800,80,0,3,1.5,2/24/2020,Detached,Yes,0,,Step Ranch,50 X 106,5300,,,,,,,
504,1054,Kostner,55,7,2,0,1.5,60000,310000,324000,82,0,3,2.5,2/25/2020,Detached,No,0,,Other,125X50,6250,,,,,,,
505,1055,Springfield,55,7,1,1,1,60000,230000,260000,82,0,3,0,2/26/2020,None,No,0,,Ranch,66 X 123,8118,,,,,,,
506,1056,Kedvale,55,10,4,1,2,60000,460000,469900,83,0,4,2,2/27/2020,Attached,Yes,0,,Other,85 X 122 X 85 X 122,10370,,,,,,,
507,1057,Grove,55,10,3,0,1.5,60000,454000,469000,85,0,5,1,2/28/2020,Attached,Yes,0,,Contemporary,55X125,6875,,,,,,,
508,1058,Kolmar,55,9,2,0,1.5,60000,258000,279000,88,0,4,0,2/29/2020,None,No,0,,Tri-Level,41X123,5043,,,,,,,
509,1059,Lee,55,9,2,0,1.5,60000,290000,299900,88,0,4,2.5,3/1/2020,Attached,No,0,,Quad Level,34 X 123,4182,,,,,,,
510,1060,Kolmar,55,10,4,0,2,60000,467500,485000,90,0,4,2,3/2/2020,Attached,Yes,0,,Colonial,66X122.9,8111.4,,,,,,,
511,1061,Conrad,55,9,2,1,2,60000,452000,469800,95,0,4,2,3/3/2020,Attached,No,0,,Contemporary,"6,077","6,077",,,,,,,
